p,d,q,P,D,Q,intercept,eps
0,1,1,1,0,1,0,1000
0,1,1,2,0,0,0,1000
3,1,0,2,0,2,0,1000
0,1,1,2,0,1,0,1000
2,1,1,0,0,0,0,1000
0,1,3,1,0,1,0,1000
0,1,1,2,0,0,0,1000
0,1,2,1,0,1,0,1000
0,1,1,0,0,0,1,1000
0,1,1,1,0,1,0,1000
1,1,1,2,0,0,0,1000
1,1,3,1,0,1,1,1000
0,1,1,0,0,1,1,1000
0,1,1,2,0,2,0,1000
1,1,1,2,0,0,0,1000
0,1,1,1,0,0,0,1000
1,0,0,0,0,1,1,1000
0,1,1,1,0,1,1,1000
0,1,3,1,0,2,0,1000
0,1,2,2,0,2,0,1000
0,1,1,0,0,2,0,1000
0,1,1,2,0,0,0,1000
0,1,1,0,0,2,1,1000
0,1,1,1,0,1,0,1000
0,1,1,1,0,1,0,1000
1,0,0,1,0,0,1,1000
1,1,1,1,0,1,0,1000
0,1,1,1,0,0,0,1000
1,0,0,0,0,2,1,1000
0,1,1,0,0,0,1,1000
0,1,3,2,0,0,0,1000
2,1,0,2,0,0,0,1000
2,1,1,2,0,0,0,1000
3,1,0,2,0,0,0,1000
0,1,1,1,0,0,0,1000
0,1,1,2,0,0,0,1000
0,1,1,0,0,0,0,1000
0,1,1,0,0,2,0,1000
0,1,1,0,0,0,0,1000
2,1,2,0,0,0,0,1000
0,1,1,0,0,0,1,1000
0,1,1,0,0,2,0,1000
0,1,1,2,0,1,0,1000
0,1,2,2,0,0,0,1000
0,1,1,2,0,0,0,1000
0,1,1,1,0,0,0,1000
0,1,1,1,0,1,0,1000
1,1,2,1,0,0,0,1000
0,1,1,0,0,0,1,1000
1,1,1,0,0,2,0,1000
1,0,0,0,0,2,1,1000
1,0,4,0,0,0,1,1000
3,0,0,0,0,1,1,1000
0,1,1,1,0,0,0,1000
0,1,1,2,0,0,0,1000
0,1,1,2,0,0,1,1000
0,1,1,0,0,0,1,1000
0,1,1,0,0,0,1,1000
0,1,1,2,0,0,0,1000
0,1,1,1,0,1,0,1000
0,1,1,2,0,0,1,1000
0,1,1,0,0,0,1,1000
0,1,2,1,0,1,0,1000
0,1,2,2,0,0,1,1000
0,1,1,1,0,2,0,1000
0,1,1,0,0,0,0,1000
0,1,1,2,0,0,0,1000
0,1,1,0,0,0,0,1000
0,1,2,0,0,0,0,1000
2,1,1,1,0,0,0,1000
0,1,1,2,0,0,0,1000
0,1,2,0,0,0,1,1000
0,1,1,0,0,2,0,1000
1,0,0,1,0,0,1,1000
3,0,0,0,0,0,1,1000
1,1,1,1,0,0,0,1000
0,1,1,0,0,0,0,1000
0,1,1,0,0,2,0,1000
0,1,1,0,0,0,0,1000
0,1,1,0,0,0,0,1000
2,0,0,0,0,0,1,1000
0,1,2,1,0,2,1,1000
0,0,1,0,0,2,1,1000
1,0,0,0,0,2,1,1000
0,1,1,1,0,0,0,1000
0,1,1,0,0,0,0,1000
0,1,1,0,0,0,0,1000
0,1,2,2,0,0,0,1000
1,0,0,0,0,0,1,1000
2,0,0,0,0,2,1,1000
0,1,1,1,0,0,0,1000
0,1,1,1,0,0,0,1000
0,1,1,0,0,1,0,1000
2,0,0,0,0,0,1,1000
0,1,1,1,0,0,0,1000
1,1,3,2,0,0,0,1000
0,1,1,0,0,0,0,1000
0,0,0,0,0,1,1,1000
0,1,1,0,0,0,0,1000
